#n_customers=5
C101	FEASIBLE	   338	30000	[[0, 1], [0, 2], [0, 3, 4], [0, 5, 6], [0, 7, 8, 10, 11, 9], [0, 13, 14, 12], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
C102	FEASIBLE	   252	30000	[[0, 1, 2, 3, 4, 5], [0, 6, 7], [0, 8, 10, 11, 9], [0, 13, 14, 12], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
C103	FEASIBLE	   246	30000	[[0, 1, 2, 3, 4, 5], [0, 6, 7], [0, 8, 10], [0, 13, 14, 12, 11, 9], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
C104	FEASIBLE	   212	30000	[[0, 1, 2, 3, 4, 5, 6, 7], [0, 8, 9], [0, 13, 14, 12, 11, 10], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
C105	FEASIBLE	   338	30000	[[0, 1], [0, 2], [0, 3, 4], [0, 5, 6], [0, 7, 8, 10, 11, 9], [0, 13, 14, 12], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
C106	FEASIBLE	   338	30000	[[0, 1], [0, 2], [0, 3, 4], [0, 5, 6], [0, 7, 8, 10, 11, 9], [0, 13, 14, 12], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
C107	FEASIBLE	   338	30000	[[0, 1], [0, 2], [0, 3, 4], [0, 5, 6], [0, 7, 8, 10, 11, 9], [0, 13, 14, 12], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
C108	FEASIBLE	   250	30000	[[0, 1, 2], [0, 3, 4, 6], [0, 5, 7, 8, 11, 10], [0, 13, 14, 12, 9], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
C109	FEASIBLE	   240	30000	[[0, 1, 2], [0, 3, 4, 6], [0, 5, 7], [0, 8, 10, 13, 14, 12, 11, 9], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]

#n_customers=100000
C101	FEASIBLE	  3408	30003	[[0, 1, 47], [0, 2, 21, 49], [0, 3, 4, 22, 52], [0, 5, 6, 23, 50, 69], [0, 7, 8, 9, 12, 34, 75], [0, 10, 11, 14, 26, 66], [0, 13, 15, 16, 36, 91], [0, 17, 18, 19, 28, 48, 51], [0, 20, 24, 25, 27, 29, 30, 39, 68], [0, 31, 35, 37, 38, 59, 80], [0, 32, 33, 40, 44, 45, 64, 89], [0, 41, 46, 60], [0, 42, 53, 56, 58, 61, 79], [0, 43, 54, 62, 70, 73, 77], [0, 55, 63, 71, 72, 88], [0, 57, 74, 84, 85], [0, 65, 76, 82, 93, 97, 99], [0, 67, 78, 83, 92, 100], [0, 81, 86, 94], [0, 87], [0, 90], [0, 98, 96, 95], [0], [0], [0]]
C102	FEASIBLE	  3134	30005	[[0, 1, 2, 3, 4, 5, 7, 12], [0, 6, 21, 22, 26, 31], [0, 8, 9, 23, 34, 37, 47], [0, 10, 11, 14, 36, 48, 49, 50], [0, 13, 15, 16, 51, 52, 59, 72], [0, 17, 18, 19, 28, 64, 66, 69, 75], [0, 20, 24, 25, 27, 29, 30, 39, 68, 82, 83, 85], [0, 32, 33, 35, 38, 79, 80, 91, 94], [0, 40, 44, 45, 88, 89, 95, 96, 98], [0, 41, 46, 60], [0, 42, 53, 56, 58, 61], [0, 43, 54, 62, 70, 73, 77], [0, 55, 63, 71, 84], [0, 57, 74, 93, 97, 99], [0, 65, 76, 92, 100], [0, 67, 78], [0, 81, 86], [0, 87], [0, 90], [0], [0], [0], [0], [0], [0]]
C103	FEASIBLE	  2500	30005	[[0, 1, 2, 3, 4, 5, 7, 12], [0, 6, 14, 16, 18, 19], [0, 8, 9, 20, 21, 22, 24, 26, 28], [0, 10, 11, 23, 29, 31, 32], [0, 13, 15, 30, 34, 36, 37, 43, 46, 47], [0, 17, 25, 27, 38, 39, 48, 49, 50], [0, 33, 35, 44, 45, 51, 52, 54, 57, 59], [0, 40, 56, 58, 60, 61, 63, 69, 71], [0, 41, 53, 64, 66, 72, 73], [0, 42, 62, 68, 75, 81], [0, 55, 70, 77, 79, 80, 82, 83, 85], [0, 65, 74, 84, 86, 88, 89, 90, 91, 94], [0, 67, 76, 92, 93, 97, 100, 99, 95, 96, 98], [0, 78], [0, 87], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
C104	FEASIBLE	  2218	30001	[[0, 1, 2, 3, 4, 5, 6, 7, 10], [0, 8, 9, 12, 14, 16, 17, 18], [0, 11, 19, 20, 21, 22, 24, 26], [0, 13, 15, 23, 27, 28, 29, 30], [0, 25, 31, 32, 33, 34, 35, 36, 37, 40], [0, 38, 39, 41, 42, 43, 45, 46], [0, 44, 47, 48, 49, 50, 51, 52, 54], [0, 53, 56, 57, 59, 60, 61, 63, 64, 65], [0, 55, 58, 66, 68, 69, 70], [0, 62, 71, 72, 73, 75, 78, 81], [0, 67, 74, 77, 79, 80, 82, 83, 85], [0, 76, 84, 86, 88, 89, 90, 91, 93], [0, 87, 92, 94, 97, 100, 99, 95, 96, 98], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
C105	FEASIBLE	  3404	30010	[[0, 1, 47], [0, 2, 21, 49], [0, 3, 4, 22, 52, 75], [0, 5, 6, 12, 34, 69], [0, 7, 8, 9, 14, 23, 50], [0, 10, 11, 16, 26, 51], [0, 13, 15, 28, 36, 66], [0, 17, 18, 19, 29, 30, 39, 59], [0, 20, 24, 25, 27, 37, 38, 48, 68, 91], [0, 31, 35, 44, 45, 60, 80], [0, 32, 33, 40, 46, 58, 64, 89], [0, 41, 53, 56, 61, 77, 79], [0, 42, 43, 54, 70, 73, 88], [0, 55, 62, 71, 72], [0, 57, 63, 74, 84, 85], [0, 65, 67, 76, 82, 93, 97, 99], [0, 78, 81, 83, 92, 100], [0, 86, 94], [0, 87], [0, 90], [0, 98, 96, 95], [0], [0], [0], [0]]
C106	FEASIBLE	  3334	30002	[[0, 1, 47, 49], [0, 2, 21, 75], [0, 3, 4, 22, 52], [0, 5, 6, 12, 34, 69], [0, 7, 8, 9, 14, 23, 50], [0, 10, 11, 26, 36, 66], [0, 13, 15, 16, 39, 51, 91], [0, 17, 18, 19, 28, 48, 59], [0, 20, 24, 25, 27, 29, 30, 45, 61, 80], [0, 31, 35, 37, 38, 60, 68], [0, 32, 33, 40, 44, 46, 58, 64, 79], [0, 41, 42, 53, 56, 73, 77, 89], [0, 43, 54, 62, 70, 72, 85, 88], [0, 55, 57, 71, 74, 84], [0, 63, 76, 82, 92, 97, 99], [0, 65, 67, 81, 83, 93, 100], [0, 78, 86, 90], [0, 87, 94], [0, 98, 95, 96], [0], [0], [0], [0], [0], [0]]
C107	FEASIBLE	  3200	30004	[[0, 1, 21, 47], [0, 2, 22, 49], [0, 3, 4, 23, 50, 52], [0, 5, 6, 12, 34, 69, 75], [0, 7, 8, 9, 14, 26, 51], [0, 10, 11, 16, 28, 36, 66], [0, 13, 15, 29, 30, 39, 68, 91], [0, 17, 18, 19, 27, 37, 38, 48, 80], [0, 20, 24, 25, 35, 44, 45, 59, 89], [0, 31, 40, 46, 58, 60, 64], [0, 32, 33, 41, 53, 56, 61, 79], [0, 42, 43, 54, 62, 70, 73, 77], [0, 55, 57, 63, 71, 72, 85, 88], [0, 65, 67, 74, 82, 84], [0, 76, 83, 92, 93, 97, 100], [0, 78, 81, 86], [0, 87, 90, 95, 94, 99], [0, 96, 98], [0], [0], [0], [0], [0], [0], [0]]
C108	FEASIBLE	  2798	30003	[[0, 1, 2, 47], [0, 3, 4, 6, 21, 22, 49], [0, 5, 7, 8, 9, 11, 12, 23, 34, 52], [0, 10, 14, 16, 26, 50, 66, 69], [0, 13, 15, 19, 28, 36, 48, 51, 75], [0, 17, 18, 24, 27, 29, 30, 39, 59], [0, 20, 25, 31, 35, 37, 38, 45, 64, 80], [0, 32, 33, 40, 44, 46, 58, 60, 68, 91], [0, 41, 42, 43, 53, 56, 61, 77, 79], [0, 54, 55, 62, 70, 72, 88, 89], [0, 57, 63, 67, 71, 73, 85], [0, 65, 74, 82, 84], [0, 76, 78, 81, 83, 92, 97, 99], [0, 86, 87, 90, 93, 100], [0, 96, 94, 95], [0, 98], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
C109	FEASIBLE	  2512	30004	[[0, 1, 2, 21, 47], [0, 3, 4, 6, 12, 22, 49, 52], [0, 5, 7, 8, 9, 10, 11, 14, 23, 34, 69], [0, 13, 15, 16, 19, 26, 28, 36, 50, 66, 75], [0, 17, 18, 20, 24, 27, 29, 30, 39, 51], [0, 25, 31, 32, 33, 35, 37, 38, 45], [0, 40, 41, 42, 44, 46, 48, 59, 64, 68, 91], [0, 43, 53, 54, 55, 56, 58, 60, 79, 80], [0, 57, 61, 70, 72, 77, 89], [0, 62, 63, 65, 71, 73, 85, 88], [0, 67, 74, 76, 82, 84, 93, 97, 99], [0, 78, 81, 83, 86, 92, 100], [0, 87, 90, 98], [0, 94, 95, 96], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]

